filename_x,AIC_s,BIC_s,AIC_ns,BIC_ns,LRT_stat,LRT_p,beta1,slope_MSL,errMSL,slope_res,errresid,filename_y,n_years,completeness,longitude,latitude,country
spikarna-2061-swe-smhi_annual,447.31,453.39,431.56,439.66,17.76,0.000025125,0.128735,-0.589877650,0.052016744,0.189843761,0.121341850,spikarna-2061-swe-smhi,58,0.9782,17.5311,62.3633,SWE
spikarna-spi-swe-cmems_annual,447.28,453.35,431.53,439.63,17.75,0.000025223,0.128356,-0.589881427,0.052016651,0.189499602,0.120964941,spikarna-spi-swe-cmems,58,0.9781,17.531099,62.3633,SWE
st_petersburg_fl-759a-usa-uhslc_rq_annual,610.51,617.26,611.41,620.41,1.10,0.295015418,0.278614,0.291091205,0.013837571,0.341269289,0.320143657,st_petersburg_fl-759a-usa-uhslc_rq,76,0.988,-82.627,27.76,USA
stavanger-svg-nor-nhs_annual,651.25,658.68,669.33,679.24,-16.08,1.000000000,0.375735,0.086868561,0.012323683,0.505518482,0.235888425,stavanger-svg-nor-nhs,101,0.9287,5.730121,58.974339,NOR
stavangertg-sta-nor-cmems_annual,681.55,689.02,661.82,671.77,21.74,0.000003128,0.442444,0.051205040,0.011443396,0.638941447,0.289436271,stavangertg-sta-nor-cmems,101,2.7958,5.7301211,58.974339,NOR
stockholm-2069-swe-smhi_annual,1047.41,1056.15,1019.84,1031.49,29.56,0.000000054,0.016474,-0.360522232,0.012506277,0.008622094,0.059059427,stockholm-2069-swe-smhi,137,0.997,18.0817,59.3242,SWE
stockholm-826-swe-uhslc_fd_aligned_annual,1022.93,1031.60,995.66,1007.22,29.27,0.000000063,-0.008771,-0.357616010,0.013732978,-0.007191023,0.060136685,stockholm-826-swe-uhslc_fd_aligned,136,1.0043,18.083,59.317,SWE
stockholm-826a-swe-uhslc_rq_annual,940.29,948.73,923.42,934.67,18.87,0.000013991,-0.127810,-0.380532192,0.014365826,-0.008917514,0.061660016,stockholm-826a-swe-uhslc_rq,125,1.0087,18.082,59.325,SWE
stockholm-sto-swe-cmems_annual,1047.45,1056.19,1019.84,1031.49,29.61,0.000000053,0.016271,-0.360359231,0.012394843,0.008460938,0.059080497,stockholm-sto-swe-cmems,137,0.9969,18.081699,59.3242,SWE
sumoto-ma32-jpn-jodc_jma_annual,481.62,487.75,479.05,487.22,4.57,0.032516036,-0.088101,0.317856479,0.034591063,0.394784903,0.354341019,sumoto-ma32-jpn-jodc_jma,60,0.984,134.90111667,34.34666667,JPN
sydney_fort_denison-60370-aus-bom_annual,686.04,694.03,685.48,696.13,2.56,0.109496005,-0.142042,0.115664678,0.008593841,-0.151183941,0.122138312,sydney_fort_denison-60370-aus-bom,108,0.9881,151.2258,-33.8547,AUS
tajiri-gs10-jpn-jodc_giaj_annual,395.51,401.64,394.42,402.60,3.09,0.078692307,0.217058,0.355951302,0.023270567,0.214413607,0.162711447,tajiri-gs10-jpn-jodc_giaj,59,0.9837,134.31611667,35.59361667,JPN
takamatsu-ma35-jpn-jodc_jma_annual,466.87,472.72,454.83,462.63,14.04,0.000178932,0.738320,0.216924522,0.035874342,1.134109955,0.586664938,takamatsu-ma35-jpn-jodc_jma,60,0.9339,134.05695,34.35138333,JPN
tannowa-ma29-jpn-jodc_jma_annual,435.68,441.59,437.65,445.53,0.03,0.853720934,-0.041439,0.199975808,0.037649713,0.463761725,0.468396957,tannowa-ma29-jpn-jodc_jma,58,0.9661,135.17805,34.33888333,JPN
taranaki-076a-nzl-uhslc_rq_annual,301.23,306.52,303.23,310.27,0.01,0.936590466,0.011635,0.129590635,0.046772133,-0.049930142,0.205578665,taranaki-076a-nzl-uhslc_rq,65,0.9865,174.033,-39.05,NZL
tarifa-tari-esp-ieo_annual,495.61,502.09,497.42,506.05,0.20,0.658746515,-0.066369,0.108239695,0.025780189,-0.266313940,0.245489378,tarifa-tari-esp-ieo,72,1.1539,-5.6026,36.0086,ESP
terneuzen-ternzn-nld-rws_hist_annual,479.86,485.41,481.46,488.86,0.40,0.525669670,-0.607977,0.191973630,0.034768437,-0.674131955,1.335391536,terneuzen-ternzn-nld-rws_hist,80,2.7028,3.819812,51.336209,NLD
the_battery-8518750-usa-noaa_annual,880.83,888.43,882.60,892.73,0.23,0.634694061,-0.107100,0.328836029,0.010956234,0.067768683,0.257754599,the_battery-8518750-usa-noaa,102,0.9936,-74.014167,40.700556,USA
thevenard-62000-aus-bom_annual,478.48,484.45,478.66,486.62,1.82,0.177712893,0.598468,0.195295618,0.034386465,0.529177063,0.501082135,thevenard-62000-aus-bom,59,0.9347,133.6413,-32.1489,AUS
toba-ma23-jpn-jodc_jma_annual,507.37,513.45,509.75,517.85,-0.37,1.000000000,-0.168814,-0.003607344,0.040343045,-0.080592282,0.542066749,toba-ma23-jpn-jodc_jma,60,0.9673,136.82471667,34.48528333,JPN
tokuyama-hd15-jpn-jodc_jcg_annual,693.00,699.91,691.39,700.61,3.61,0.057594371,-0.363919,0.319211185,0.022510566,-0.472315568,0.442488435,tokuyama-hd15-jpn-jodc_jcg,75,0.9981,131.80278333,34.04083333,JPN
tokyo-ma15-jpn-jodc_jma_annual,478.78,484.69,480.55,488.43,0.24,0.627591573,0.282708,0.059080759,0.023645795,1.773223250,1.031538884,tokyo-ma15-jpn-jodc_jma,62,0.8715,139.77,35.64861667,JPN
tosashimizu-ma39-jpn-jodc_jma_annual,526.34,532.72,527.46,535.97,0.88,0.348020639,0.248216,0.238702569,0.030040027,0.017296110,0.362897197,tosashimizu-ma39-jpn-jodc_jma,64,0.985,132.95888333,32.77916667,JPN
townsville-59250-aus-bom_annual,556.29,562.77,587.17,595.81,-28.88,1.000000000,0.241251,0.227790696,0.023184598,-1.504055717,0.415770381,townsville-59250-aus-bom,64,0.9861,146.8333,-19.25,AUS
toyama-349-jpn-uhslc_fd_annual,335.10,341.28,337.09,345.34,0.01,0.926330303,0.006914,0.305380759,0.017592150,-0.000471062,0.099516802,toyama-349-jpn-uhslc_fd,59,0.9852,137.217,36.767,JPN
toyama-349a-jpn-uhslc_rq_annual,320.74,326.82,320.58,328.68,2.16,0.141275020,0.114489,0.300686725,0.018578879,0.039225585,0.105046031,toyama-349a-jpn-uhslc_rq,57,0.9949,137.233,36.767,JPN
toyama-ma56-jpn-jodc_jma_annual,320.83,326.90,320.53,328.63,2.30,0.129527548,0.116420,0.297673012,0.018192848,0.052792525,0.102620539,toyama-ma56-jpn-jodc_jma,57,1.0007,137.22471667,36.76221667,JPN
travemunde-tra-deu-bfg_annual,704.25,711.17,705.84,715.06,0.41,0.521781085,-0.283813,0.149668940,0.017845963,0.078515322,0.633120880,travemunde-tra-deu-bfg,76,0.9825,10.872182,53.958024,DEU
tregde-804-nor-uhslc_fd_annual,667.24,674.64,666.60,676.47,2.64,0.104117407,-0.424881,-0.031604275,0.011486260,-0.384678284,0.316611728,tregde-804-nor-uhslc_fd,99,0.9879,7.567,58.0,NOR
tregde-804a-nor-uhslc_rq_annual,616.39,623.54,616.81,626.33,1.59,0.207398137,-0.537612,-0.052436957,0.011519033,-0.511073586,0.364182484,tregde-804a-nor-uhslc_rq,92,0.9924,7.567,58.0,NOR
tregde-trg-nor-nhs_annual,674.46,681.86,674.20,684.06,2.27,0.132064014,0.360468,0.099681477,0.012437510,0.404428242,0.248884030,tregde-trg-nor-nhs,99,0.9517,7.554759,58.006377,NOR
tregdetg-tre-nor-cmems_annual,668.69,676.16,669.56,679.52,1.13,0.287959924,0.330876,0.048963989,0.011354655,0.355316429,0.334627554,tregdetg-tre-nor-cmems,99,2.813,7.554759,58.006378,NOR
tromso-tos-nor-nhs_annual,492.86,499.52,490.60,499.48,4.26,0.038968818,0.297366,0.075266404,0.022285348,0.253216412,0.213758822,tromso-tos-nor-nhs,74,0.9696,18.95479,69.64611,NOR
tromsoetg-tro-nor-cmems_annual,506.61,513.44,498.64,507.75,9.97,0.001590740,0.537113,-0.022667371,0.022515125,0.415319506,0.204682912,tromsoetg-tro-nor-cmems,74,3.5528,18.95479,69.646111,NOR
tumaco-303a-col-uhslc_rq_annual,443.14,448.56,439.49,446.71,5.65,0.017443891,-1.452142,-0.092919035,0.059281697,-1.647202170,0.550740338,tumaco-303a-col-uhslc_rq,68,0.9884,-78.73,1.817,COL
turku-tur-fin-cmems_annual,438.65,444.56,432.55,440.43,8.10,0.004427987,0.542628,-0.029880359,0.063089773,0.581737539,0.239933503,turku-tur-fin-cmems,55,0.991,22.1005,60.428299,FIN
uchiura-ma18-jpn-jodc_jma_annual,463.85,470.23,466.30,474.81,-0.45,1.000000000,0.128886,0.106508050,0.037092619,0.106375489,0.221491442,uchiura-ma18-jpn-jodc_jma,64,0.985,138.89028333,35.01721667,JPN
uno-ma33-jpn-jodc_jma_annual,514.89,520.92,516.86,524.89,0.03,0.853323175,0.012251,0.475852866,0.034353199,0.185243286,0.377716364,uno-ma33-jpn-jodc_jma,60,0.9673,133.94945,34.48861667,JPN
uragami-ma25-jpn-jodc_jma_annual,455.78,461.63,441.46,449.26,16.32,0.000053418,0.016792,0.330180551,0.043999159,0.273251230,0.322237255,uragami-ma25-jpn-jodc_jma,60,0.9673,135.89638333,33.55833333,JPN
uwajima-ma40-jpn-jodc_jma_annual,458.22,464.30,458.76,466.86,1.47,0.225655852,0.553502,0.031581615,0.028686757,0.703146436,0.537956844,uwajima-ma40-jpn-jodc_jma,60,0.9674,132.55111667,33.22721667,JPN
vaasa-vaa-fin-cmems_annual,432.97,438.89,433.02,440.90,1.95,0.162269129,0.320150,-0.007720725,0.064417518,0.338316996,0.244647794,vaasa-vaa-fin-cmems,55,0.991,21.571199,63.081501,FIN
vaasa_vaskiluoto-134223-fin-fmi_annual,428.69,434.66,428.77,436.73,1.92,0.165678144,0.255650,-0.003669075,0.061529570,0.328033439,0.244649842,vaasa_vaskiluoto-134223-fin-fmi,55,0.9898,21.57,63.08,FIN
valparaiso-081-chl-uhslc_fd_annual,457.89,464.60,459.51,468.45,0.38,0.536162501,0.048453,-0.059190251,0.031385564,0.018149768,0.121738240,valparaiso-081-chl-uhslc_fd,77,1.0591,-71.633,-33.033,CHL
valparaiso-081a-chl-uhslc_rq_annual,417.57,424.00,419.26,427.83,0.31,0.577677606,0.046244,-0.108138105,0.033157141,0.027816252,0.121686679,valparaiso-081a-chl-uhslc_rq,70,1.0721,-71.627,-33.027,CHL
varberg-2104-swe-smhi_annual,714.44,721.70,694.03,703.70,22.41,0.000002198,0.352960,-0.098880726,0.015746272,0.561034017,0.359821171,varberg-2104-swe-smhi,97,0.9224,12.2167,57.1,SWE
varberg1-var-swe-cmems_annual,714.64,721.90,715.25,724.92,1.40,0.237122306,0.514618,-0.019006552,0.016009610,0.458368262,0.447714586,varberg1-var-swe-cmems,97,0.9231,12.2167,57.099998,SWE
veracruz-250-mex-unam_hist_annual,392.03,397.77,393.82,401.47,0.21,0.646852122,0.083644,0.249808138,0.025698640,-0.110196292,0.276036170,veracruz-250-mex-unam_hist,62,0.9886,-96.12333333,19.19166667,MEX
victor_harbor-61490-aus-bom_annual,415.83,421.62,416.51,424.24,1.32,0.251015544,0.268080,0.161151752,0.040521286,0.166021165,0.312845903,victor_harbor-61490-aus-bom,59,0.9297,138.6354,-35.5625,AUS
victoria_bc-543a-can-uhslc_rq_annual,768.56,776.60,770.41,781.14,0.15,0.702445741,-0.056859,0.071611710,0.010648043,-0.073012906,0.178577367,victoria_bc-543a-can-uhslc_rq,110,0.9995,-123.37,48.425,CAN
vigo-vigo-esp-ieo_annual,509.13,515.83,511.06,520.00,0.06,0.802998500,-0.026583,0.207533535,0.026806920,-0.049952816,0.176278881,vigo-vigo-esp-ieo,74,1.1498,-8.73,42.238,ESP
visby-2080-swe-smhi_annual,462.12,468.64,451.29,459.99,12.83,0.000341776,-0.062383,-0.039676577,0.037678213,0.010990641,0.161376725,visby-2080-swe-smhi,66,0.9825,18.2844,57.6392,SWE
visby-vis-swe-cmems_annual,462.13,468.65,451.26,459.96,12.87,0.000334586,-0.062284,-0.039674652,0.037684955,0.011244249,0.161314880,visby-vis-swe-cmems,66,0.9823,18.284401,57.639198,SWE
vlieland_haven-vlielhvn-nld-rws_hist_annual,464.09,469.64,474.70,482.10,-8.61,1.000000000,0.966511,0.168683538,0.046665319,1.315422616,1.214370651,vlieland_haven-vlielhvn-nld-rws_hist,76,2.7492,5.091456,53.296125,NLD
wajima-gs03-jpn-jodc_giaj_annual,662.28,669.64,663.82,673.64,0.45,0.500360139,0.333756,0.027865715,0.012793826,0.334640165,0.342819983,wajima-gs03-jpn-jodc_giaj,92,0.9789,136.90055,37.40583333,JPN
wakayama-ma28-jpn-jodc_jma_annual,437.77,443.74,464.63,472.58,-24.85,1.000000000,0.000325,0.035113654,0.035814573,0.463232533,0.522443773,wakayama-ma28-jpn-jodc_jma,58,0.9661,135.14555,34.22166667,JPN
wake-051-usa-uhslc_fd_annual,486.41,493.07,484.63,493.51,3.78,0.051883787,-0.122789,0.212299410,0.021801530,-0.085045762,0.155375345,wake-051-usa-uhslc_fd,75,1.0018,166.617,19.283,USA
wake-051a-usa-uhslc_rq_annual,462.00,468.47,489.45,498.09,-25.45,1.000000000,-0.281210,0.213209326,0.023258015,-0.067255121,0.168349562,wake-051a-usa-uhslc_rq,71,1.009,166.617,19.283,USA
wake_island-1890000-usa-noaa_annual,481.21,487.78,511.49,520.25,-28.29,1.000000000,-0.125012,0.211977201,0.021676960,-0.229943302,0.149449879,wake_island-1890000-usa-noaa,75,0.9874,166.6175,19.290556,USA
wakkanai-360-jpn-uhslc_fd_annual,424.85,430.98,426.99,435.16,-0.14,1.000000000,0.098253,0.271749650,0.016167546,-0.014856604,0.222725142,wakkanai-360-jpn-uhslc_fd,59,0.9907,141.683,45.4,JPN
wakkanai-360a-jpn-uhslc_rq_annual,466.26,472.83,467.94,476.70,0.32,0.571299762,0.097497,0.263515876,0.012546318,0.131778128,0.172130978,wakkanai-360a-jpn-uhslc_rq,70,0.9864,141.683,45.4,JPN
wakkanai-ma01-jpn-jodc_jma_annual,417.08,423.16,418.85,426.95,0.23,0.629206687,0.227726,0.268798343,0.017382702,0.094820843,0.228227083,wakkanai-ma01-jpn-jodc_jma,58,0.9834,141.68528333,45.40778333,JPN
washington-8594900-usa-noaa_annual,898.65,906.19,898.25,908.29,2.41,0.120818929,0.334663,0.342152793,0.015433625,0.201540409,0.291432955,washington-8594900-usa-noaa,98,0.988,-77.0217,38.873,USA
wellington-071-nzl-uhslc_fd_annual,477.93,484.96,479.93,489.30,0.00,0.958927709,-0.004107,0.282749199,0.014773131,0.022335130,0.077022538,wellington-071-nzl-uhslc_fd,82,0.9828,174.783,-41.283,NZL
wellington-071a-nzl-uhslc_rq_annual,447.75,454.58,449.71,458.81,0.04,0.840020180,-0.018716,0.273026521,0.016478421,0.012542994,0.085435744,wellington-071a-nzl-uhslc_rq,76,0.9891,174.783,-41.283,NZL
west_terschelling-westtslg-nld-rws_hist_annual,475.80,481.35,464.95,472.35,12.85,0.000337498,1.552188,0.214959435,0.042716654,1.291180412,0.995856551,west_terschelling-westtslg-nld-rws_hist,91,2.3557,5.220026,53.363043,NLD
wick-wic-gbr-bodc_annual,379.97,385.46,382.08,389.39,-0.11,1.000000000,0.011650,0.161697604,0.026042559,0.043595834,0.562022116,wick-wic-gbr-bodc,59,2.657,-3.086389,58.440972,GBR
willets_point-8516990-usa-noaa_annual,625.71,631.99,626.36,634.73,1.36,0.244350670,1.114071,0.235506289,0.020044264,1.402827465,0.897347660,willets_point-8516990-usa-noaa,70,0.9884,-73.7817,40.7933,USA
wilmington-8658120-usa-noaa_annual,756.41,763.78,754.17,763.98,4.25,0.039296640,0.332018,0.273083574,0.019352091,0.988587629,0.254636455,wilmington-8658120-usa-noaa,91,0.9926,-77.953611,34.2275,USA
wilmington_nc-750a-usa-uhslc_rq_annual,710.37,717.59,709.97,719.60,2.41,0.120917283,0.250686,0.249393361,0.019626044,0.548426451,0.246610797,wilmington_nc-750a-usa-uhslc_rq,87,0.9893,-77.953,34.227,USA
woods_hole-8447930-usa-noaa_annual,733.50,740.72,753.07,762.69,-17.57,1.000000000,0.666659,0.305418589,0.013108705,0.129165593,0.228655034,woods_hole-8447930-usa-noaa,93,0.9748,-70.671112,41.523613,USA
woods_hole_ma-742a-usa-uhslc_rq_annual,473.91,479.82,492.10,499.98,-16.18,1.000000000,-0.200155,0.318463277,0.027887643,-0.134758170,0.440036047,woods_hole_ma-742a-usa-uhslc_rq,64,1.0163,-70.672,41.523,USA
wyndham-63090-aus-bom_annual,363.90,369.32,365.49,372.72,0.41,0.523028879,-0.087970,0.375105260,0.069614220,-0.357654875,0.186345737,wyndham-63090-aus-bom,56,0.9039,128.101,-15.4533,AUS
yakutat-9453220-usa-noaa_annual,426.77,432.73,449.47,457.43,-20.70,1.000000000,0.179739,-1.248882264,0.048657346,0.142529371,0.058438140,yakutat-9453220-usa-noaa,65,0.9748,-139.733056,59.548333,USA
yakutat_ak-570-usa-uhslc_fd_annual,447.67,453.63,444.45,452.41,5.22,0.022377931,0.190256,-1.247624601,0.048900017,0.149222271,0.049497227,yakutat_ak-570-usa-uhslc_fd,65,0.9929,-139.735,59.547,USA
yakutat_ak-570a-usa-uhslc_rq_annual,419.07,424.81,415.71,423.35,5.37,0.020531543,0.238839,-1.210229201,0.059347931,0.157694817,0.059362713,yakutat_ak-570a-usa-uhslc_rq,61,1.0007,-139.735,59.548,USA
yap-008-fsm-uhslc_fd_annual,350.72,356.21,352.68,359.99,0.04,0.836325383,-0.008071,0.320160400,0.096897858,-0.109310991,0.122311857,yap-008-fsm-uhslc_fd,55,1.0214,138.128,9.508,FSM
yokosuka-hd08-jpn-jodc_jcg_annual,492.69,499.07,493.13,501.64,1.55,0.212599049,0.296016,0.407265558,0.018697107,0.385770545,0.166678789,yokosuka-hd08-jpn-jodc_jcg,65,0.9981,139.65138333,35.28805,JPN
ystad-2093-swe-smhi_annual,839.45,847.24,863.23,873.61,-21.78,1.000000000,0.437634,0.059127199,0.014741091,0.330925040,0.381824061,ystad-2093-swe-smhi,102,0.9828,13.8167,55.4167,SWE
ystad-yst-swe-cmems_annual,860.74,868.52,862.97,873.35,-0.23,1.000000000,0.428644,0.059127085,0.014741135,0.330936052,0.381821244,ystad-yst-swe-cmems,102,0.9828,13.8167,55.416698,SWE
